customer_id,age,gender,education,income,purchase_amount,purchase_date,product_category,rating,discount_percent,shipping_cost,total_cost,discount_amount,final_price,price_per_rating,income_purchase_ratio,age_squared,spending_power_index,education_encoded,gender_Female,gender_Male,gender_Other,product_category_Books,product_category_Clothing,product_category_Electronics,product_category_Food,product_category_Home,age_group,income_bracket,purchase_category,rating_category,discount_tier,price_quartile,spending_ratio_bin,purchase_date_year,purchase_date_month,purchase_date_month_name,purchase_date_day,purchase_date_day_of_week,purchase_date_day_name,purchase_date_quarter,purchase_date_week_of_year,purchase_date_is_weekend,purchase_date_is_month_start,purchase_date_is_month_end,purchase_date_days_since_epoch,purchase_date_season,purchase_date_days_from_today,purchase_date_is_recent
245,35,Other,High School,43776,1925.62,2025-09-25,Electronics,4.3,14.19,29.12,1954.74,273.25,1681.49,391.04,4.4,1225,1.25,0,0,0,1,0,0,1,0,0,26-35,Lower-Middle,High,Excellent,Low Discount,Q2,"(4.228, 8.426]",2025,9,September,25,3,Thursday,3,39,0,0,0,20356,Fall,145,0
246,45,Female,PhD,50080,2722.33,2025-07-17,Electronics,3.0,24.11,6.34,2728.67,656.35,2072.32,690.77,5.44,2025,1.11,3,1,0,0,0,0,1,0,0,36-50,Middle,Very High,Fair,Low Discount,Q3,"(4.228, 8.426]",2025,7,July,17,3,Thursday,3,29,0,0,0,20286,Summer,215,0
247,52,Other,Bachelor,148376,4533.3,2025-09-09,Electronics,4.6,35.98,23.1,4556.4,1631.08,2925.32,635.94,3.06,2704,2.85,1,0,0,1,0,0,1,0,0,51-65,High,Very High,Excellent,Medium Discount,Q4,"(0.00901, 4.228]",2025,9,September,9,1,Tuesday,3,37,0,0,0,20340,Fall,161,0
248,60,Other,Master,86842,3124.95,2025-10-13,Food,4.7,17.94,42.24,3167.19,560.62,2606.57,554.59,3.6,3600,1.45,2,0,0,1,0,0,0,1,0,51-65,Upper-Middle,Very High,Excellent,Low Discount,Q3,"(0.00901, 4.228]",2025,10,October,13,0,Monday,4,42,0,0,0,20374,Fall,127,0
249,64,Other,PhD,81373,593.32,2025-04-10,Clothing,1.7,30.5,44.88,638.2,180.96,457.24,268.96,0.73,4096,1.27,3,0,0,1,0,1,0,0,0,51-65,Upper-Middle,Medium,Poor,Medium Discount,Q1,"(0.00901, 4.228]",2025,4,April,10,3,Thursday,2,15,0,0,0,20188,Spring,313,0
250,48,Female,PhD,26776,4699.76,2025-03-23,Clothing,1.0,19.12,13.23,4712.99,898.59,3814.4,3814.4,17.55,2304,0.56,3,1,0,0,0,1,0,0,0,36-50,Low,Very High,Poor,Low Discount,Q4,"(16.822, 21.02]",2025,3,March,23,6,Sunday,1,12,1,0,0,20170,Spring,331,0
251,44,Male,High School,112787,3142.26,2025-09-21,Food,4.9,15.23,35.56,3177.82,478.57,2699.25,550.87,2.79,1936,2.56,0,0,1,0,0,0,0,1,0,36-50,High,Very High,Excellent,Low Discount,Q3,"(0.00901, 4.228]",2025,9,September,21,6,Sunday,3,38,1,0,0,20352,Fall,149,0
252,79,Other,Master,147948,1681.18,2026-01-13,Electronics,4.6,1.24,5.0,1686.18,20.85,1665.33,362.03,1.14,6241,1.87,2,0,0,1,0,0,1,0,0,65+,High,High,Excellent,No Discount,Q2,"(0.00901, 4.228]",2026,1,January,13,1,Tuesday,1,3,0,0,0,20466,Winter,35,0
253,28,Other,Bachelor,75016,704.97,2025-08-29,Electronics,1.2,0.2,1.68,706.65,1.41,705.24,587.7,0.94,784,2.68,1,0,0,1,0,0,1,0,0,26-35,Upper-Middle,Medium,Poor,No Discount,Q1,"(0.00901, 4.228]",2025,8,August,29,4,Friday,3,35,0,0,0,20329,Summer,172,0
254,66,Female,Master,29474,3972.19,2026-01-27,Home,4.3,11.36,28.02,4000.21,451.24,3548.97,825.34,13.48,4356,0.45,2,1,0,0,0,0,0,0,1,65+,Low,Very High,Excellent,Low Discount,Q4,"(12.624, 16.822]",2026,1,January,27,1,Tuesday,1,5,0,0,0,20480,Winter,21,1
255,66,Other,Master,125830,3104.16,2025-07-27,Books,2.8,20.32,34.74,3138.9,630.77,2508.13,895.76,2.47,4356,1.91,2,0,0,1,1,0,0,0,0,65+,High,Very High,Fair,Low Discount,Q3,"(0.00901, 4.228]",2025,7,July,27,6,Sunday,3,30,1,0,0,20296,Summer,205,0
256,55,Male,Master,78053,2671.97,2025-10-14,Clothing,2.0,42.56,39.79,2711.76,1137.19,1574.57,787.28,3.42,3025,1.42,2,0,1,0,0,1,0,0,0,51-65,Upper-Middle,Very High,Poor,High Discount,Q2,"(0.00901, 4.228]",2025,10,October,14,1,Tuesday,4,42,0,0,0,20375,Fall,126,0
257,22,Female,Master,484154,13819.61,2025-03-19,Clothing,4.5,39.92,17.01,13836.62,5516.79,8319.83,1848.85,2.85,484,22.01,2,1,0,0,0,1,0,0,0,18-25,High,Very High,Excellent,Medium Discount,Q4,"(0.00901, 4.228]",2025,3,March,19,2,Wednesday,1,12,0,0,0,20166,Spring,335,0
258,25,Male,Master,25530,3945.1,2025-02-27,Clothing,1.8,13.36,0.33,3945.43,527.07,3418.36,1899.09,15.45,625,1.02,2,0,1,0,0,1,0,0,0,18-25,Low,Very High,Poor,Low Discount,Q4,"(12.624, 16.822]",2025,2,February,27,3,Thursday,1,9,0,0,0,20146,Winter,355,0
259,51,Male,High School,114856,766.86,2025-07-16,Books,4.8,12.23,23.98,790.84,93.79,697.05,145.22,0.67,2601,2.25,0,0,1,0,1,0,0,0,0,51-65,High,Medium,Excellent,Low Discount,Q1,"(0.00901, 4.228]",2025,7,July,16,2,Wednesday,3,29,0,0,0,20285,Summer,216,0
260,65,Female,High School,139101,1565.49,2025-11-14,Home,1.8,11.37,0.79,1566.28,178.0,1388.28,771.27,1.13,4225,2.14,0,1,0,0,0,0,0,0,1,51-65,High,High,Poor,Low Discount,Q2,"(0.00901, 4.228]",2025,11,November,14,4,Friday,4,46,0,0,0,20406,Fall,95,0
261,69,Other,PhD,23748,1249.96,2025-09-07,Books,3.5,16.96,4.6,1254.56,211.99,1042.57,297.88,5.26,4761,0.34,3,0,0,1,1,0,0,0,0,65+,Low,High,Good,Low Discount,Q2,"(4.228, 8.426]",2025,9,September,7,6,Sunday,3,36,1,0,0,20338,Fall,163,0
262,73,Male,High School,117504,3722.29,2025-09-23,Electronics,1.9,24.91,16.33,3738.62,927.22,2811.4,1479.68,3.17,5329,1.61,0,0,1,0,0,0,1,0,0,65+,High,Very High,Poor,Low Discount,Q3,"(0.00901, 4.228]",2025,9,September,23,1,Tuesday,3,39,0,0,0,20354,Fall,147,0
263,29,Male,PhD,118098,177.33,2026-01-31,Electronics,3.2,21.93,21.86,199.19,38.89,160.3,50.09,0.15,841,4.07,3,0,1,0,0,0,1,0,0,26-35,High,Low,Good,Low Discount,Q1,"(0.00901, 4.228]",2026,1,January,31,5,Saturday,1,5,1,0,1,20484,Winter,17,1
264,55,Male,PhD,33545,2853.75,2025-04-30,Clothing,3.7,10.91,13.97,2867.72,311.34,2556.38,690.91,8.51,3025,0.61,3,0,1,0,0,1,0,0,0,51-65,Lower-Middle,Very High,Good,Low Discount,Q3,"(8.426, 12.624]",2025,4,April,30,2,Wednesday,2,18,0,0,1,20208,Spring,293,0
265,18,Male,Bachelor,147659,3814.67,2025-08-07,Food,1.8,6.52,29.09,3843.76,248.72,3595.04,1997.24,2.58,324,8.2,1,0,1,0,0,0,0,1,0,18-25,High,Very High,Poor,No Discount,Q4,"(0.00901, 4.228]",2025,8,August,7,3,Thursday,3,32,0,0,0,20307,Summer,194,0
266,48,Female,Master,86199,4385.06,2025-09-20,Clothing,3.1,0.63,2.77,4387.83,27.63,4360.2,1406.52,5.09,2304,1.8,2,1,0,0,0,1,0,0,0,36-50,Upper-Middle,Very High,Good,No Discount,Q4,"(4.228, 8.426]",2025,9,September,20,5,Saturday,3,38,1,0,0,20351,Fall,150,0
267,21,Female,High School,255077,9693.26,2025-02-18,Food,2.9,7.7,7.23,9700.49,746.38,8954.11,3087.62,3.8,441,12.15,0,1,0,0,0,0,0,1,0,18-25,High,Very High,Fair,No Discount,Q4,"(0.00901, 4.228]",2025,2,February,18,1,Tuesday,1,8,0,0,0,20137,Winter,364,0
268,66,Male,Bachelor,93530,4108.07,2025-10-18,Books,1.3,35.27,34.76,4142.83,1448.92,2693.91,2072.24,4.39,4356,1.42,1,0,1,0,1,0,0,0,0,65+,Upper-Middle,Very High,Poor,Medium Discount,Q3,"(4.228, 8.426]",2025,10,October,18,5,Saturday,4,42,1,0,0,20379,Fall,122,0
269,62,Other,High School,113557,562.05,2025-08-15,Electronics,4.3,12.18,7.11,569.16,68.46,500.7,116.44,0.49,3844,1.83,0,0,0,1,0,0,1,0,0,51-65,High,Medium,Excellent,Low Discount,Q1,"(0.00901, 4.228]",2025,8,August,15,4,Friday,3,33,0,0,0,20315,Summer,186,0
270,67,Male,PhD,81087,4233.8,2025-09-22,Food,2.3,23.43,31.99,4265.79,991.98,3273.81,1423.4,5.22,4489,1.21,3,0,1,0,0,0,0,1,0,65+,Upper-Middle,Very High,Fair,Low Discount,Q4,"(4.228, 8.426]",2025,9,September,22,0,Monday,3,39,0,0,0,20353,Fall,148,0
271,22,Other,High School,115839,646.17,2025-11-06,Books,3.3,29.57,2.73,648.9,191.07,457.83,138.74,0.56,484,5.27,0,0,0,1,1,0,0,0,0,18-25,High,Medium,Good,Medium Discount,Q1,"(0.00901, 4.228]",2025,11,November,6,3,Thursday,4,45,0,0,0,20398,Fall,103,0
272,47,Male,Master,136183,1992.46,2025-06-20,Electronics,3.1,44.34,20.37,2012.83,883.46,1129.37,364.31,1.46,2209,2.9,2,0,1,0,0,0,1,0,0,36-50,High,High,Good,High Discount,Q2,"(0.00901, 4.228]",2025,6,June,20,4,Friday,2,25,0,0,0,20259,Summer,242,0
273,73,Other,PhD,88840,3988.5,2025-07-02,Food,3.1,44.44,8.87,3997.37,1772.49,2224.88,717.7,4.49,5329,1.22,3,0,0,1,0,0,0,1,0,65+,Upper-Middle,Very High,Good,High Discount,Q3,"(4.228, 8.426]",2025,7,July,2,2,Wednesday,3,27,0,0,0,20271,Summer,230,0
274,41,Male,PhD,377810,11650.12,2025-07-27,Clothing,1.4,37.29,5.48,11655.6,4344.33,7311.27,5222.34,3.08,1681,9.21,3,0,1,0,0,1,0,0,0,36-50,High,Very High,Poor,Medium Discount,Q4,"(0.00901, 4.228]",2025,7,July,27,6,Sunday,3,30,1,0,0,20296,Summer,205,0
275,76,Other,Bachelor,74384,1153.96,2025-08-04,Clothing,2.7,1.76,28.35,1182.31,20.31,1162.0,430.37,1.55,5776,0.98,1,0,0,1,0,1,0,0,0,65+,Middle,High,Fair,No Discount,Q2,"(0.00901, 4.228]",2025,8,August,4,0,Monday,3,32,0,0,0,20304,Summer,197,0
276,20,Male,Master,410748,10691.58,2025-03-18,Clothing,2.8,28.75,46.42,10738.0,3073.83,7664.17,2737.2,2.6,400,20.54,2,0,1,0,0,1,0,0,0,18-25,High,Very High,Fair,Medium Discount,Q4,"(0.00901, 4.228]",2025,3,March,18,1,Tuesday,1,12,0,0,0,20165,Spring,336,0
277,28,Male,PhD,66576,3602.98,2025-11-23,Books,3.9,39.33,2.74,3605.72,1417.05,2188.67,561.2,5.41,784,2.38,3,0,1,0,1,0,0,0,0,26-35,Middle,Very High,Good,Medium Discount,Q3,"(4.228, 8.426]",2025,11,November,23,6,Sunday,4,47,1,0,0,20415,Fall,86,0
278,62,Other,Master,59353,3209.33,2025-09-29,Clothing,4.4,0.86,21.08,3230.41,27.6,3202.81,727.91,5.41,3844,0.96,2,0,0,1,0,1,0,0,0,51-65,Middle,Very High,Excellent,No Discount,Q4,"(4.228, 8.426]",2025,9,September,29,0,Monday,3,40,0,0,0,20360,Fall,141,0
279,21,Female,High School,82003,3472.8,2025-04-07,Home,3.2,27.48,35.38,3508.18,954.33,2553.85,798.08,4.23,441,3.9,0,1,0,0,0,0,0,0,1,18-25,Upper-Middle,Very High,Good,Medium Discount,Q3,"(4.228, 8.426]",2025,4,April,7,0,Monday,2,15,0,0,0,20185,Spring,316,0
280,43,Other,Master,103211,2718.19,2025-08-03,Electronics,1.3,42.89,23.13,2741.32,1165.83,1575.49,1211.92,2.63,1849,2.4,2,0,0,1,0,0,1,0,0,36-50,High,Very High,Poor,High Discount,Q2,"(0.00901, 4.228]",2025,8,August,3,6,Sunday,3,31,1,0,0,20303,Summer,198,0
281,44,Female,PhD,72733,1266.48,2026-01-03,Books,1.9,23.71,40.32,1306.8,300.28,1006.52,529.75,1.74,1936,1.65,3,1,0,0,1,0,0,0,0,36-50,Middle,High,Poor,Low Discount,Q2,"(0.00901, 4.228]",2026,1,January,3,5,Saturday,1,1,1,0,0,20456,Winter,45,0
282,63,Male,Bachelor,335565,9662.03,2025-05-06,Clothing,1.7,0.21,8.98,9671.01,20.29,9650.72,5676.89,2.88,3969,5.33,1,0,1,0,0,1,0,0,0,51-65,High,Very High,Poor,No Discount,Q4,"(0.00901, 4.228]",2025,5,May,6,1,Tuesday,2,19,0,0,0,20214,Spring,287,0
283,71,Other,PhD,129953,916.17,2026-02-03,Electronics,1.5,0.55,47.98,964.15,5.04,959.11,639.41,0.71,5041,1.83,3,0,0,1,0,0,1,0,0,65+,High,Medium,Poor,No Discount,Q1,"(0.00901, 4.228]",2026,2,February,3,1,Tuesday,1,6,0,0,0,20487,Winter,14,1
284,60,Other,Master,109474,4543.17,2026-01-05,Food,2.5,20.83,19.26,4562.43,946.34,3616.09,1446.44,4.15,3600,1.82,2,0,0,1,0,0,0,1,0,51-65,High,Very High,Fair,Low Discount,Q4,"(0.00901, 4.228]",2026,1,January,5,0,Monday,1,2,0,0,0,20458,Winter,43,0
285,44,Other,Master,43664,2921.13,2025-09-02,Clothing,1.9,7.75,17.08,2938.21,226.39,2711.82,1427.27,6.69,1936,0.99,2,0,0,1,0,1,0,0,0,36-50,Lower-Middle,Very High,Poor,No Discount,Q3,"(4.228, 8.426]",2025,9,September,2,1,Tuesday,3,36,0,0,0,20333,Fall,168,0
286,59,Female,PhD,87172,2010.25,2025-04-14,Electronics,1.9,33.22,43.73,2053.98,667.81,1386.17,729.56,2.31,3481,1.48,3,1,0,0,0,0,1,0,0,51-65,Upper-Middle,Very High,Poor,Medium Discount,Q2,"(0.00901, 4.228]",2025,4,April,14,0,Monday,2,16,0,0,0,20192,Spring,309,0
287,68,Female,Master,105616,2315.41,2026-01-05,Home,1.2,35.44,28.19,2343.6,820.58,1523.02,1269.18,2.19,4624,1.55,2,1,0,0,0,0,0,0,1,65+,High,Very High,Poor,Medium Discount,Q2,"(0.00901, 4.228]",2026,1,January,5,0,Monday,1,2,0,0,0,20458,Winter,43,0
288,67,Male,High School,145879,4736.94,2025-11-12,Food,1.1,8.89,25.82,4762.76,421.11,4341.65,3946.95,3.25,4489,2.18,0,0,1,0,0,0,0,1,0,65+,High,Very High,Poor,No Discount,Q4,"(0.00901, 4.228]",2025,11,November,12,2,Wednesday,4,46,0,0,0,20404,Fall,97,0
289,23,Female,PhD,113264,775.22,2025-06-02,Home,1.4,44.43,36.35,811.57,344.43,467.14,333.67,0.68,529,4.92,3,1,0,0,0,0,0,0,1,18-25,High,Medium,Poor,High Discount,Q1,"(0.00901, 4.228]",2025,6,June,2,0,Monday,2,23,0,0,0,20241,Summer,260,0
290,76,Female,Bachelor,135386,2935.29,2025-11-01,Electronics,1.7,22.1,28.99,2964.28,648.7,2315.58,1362.11,2.17,5776,1.78,1,1,0,0,0,0,1,0,0,65+,High,Very High,Poor,Low Discount,Q3,"(0.00901, 4.228]",2025,11,November,1,5,Saturday,4,44,1,1,0,20393,Fall,108,0
291,78,Male,PhD,46736,2534.38,2025-05-11,Home,2.7,7.14,8.13,2542.51,180.95,2361.56,874.65,5.42,6084,0.6,3,0,1,0,0,0,0,0,1,65+,Lower-Middle,Very High,Fair,No Discount,Q3,"(4.228, 8.426]",2025,5,May,11,6,Sunday,2,19,1,0,0,20219,Spring,282,0
292,32,Other,High School,114209,3061.16,2025-03-12,Electronics,3.0,38.21,33.71,3094.87,1169.67,1925.2,641.73,2.68,1024,3.57,0,0,0,1,0,0,1,0,0,26-35,High,Very High,Fair,Medium Discount,Q3,"(0.00901, 4.228]",2025,3,March,12,2,Wednesday,1,11,0,0,0,20159,Spring,342,0
293,70,Other,High School,123041,100.37,2025-11-06,Electronics,1.6,39.5,6.67,107.04,39.65,67.39,42.12,0.08,4900,1.76,0,0,0,1,0,0,1,0,0,65+,High,Low,Poor,Medium Discount,Q1,"(0.00901, 4.228]",2025,11,November,6,3,Thursday,4,45,0,0,0,20398,Fall,103,0
294,47,Male,High School,132859,4361.9,2025-06-07,Home,2.7,31.96,40.29,4402.19,1394.06,3008.13,1114.12,3.28,2209,2.83,0,0,1,0,0,0,0,0,1,36-50,High,Very High,Fair,Medium Discount,Q4,"(0.00901, 4.228]",2025,6,June,7,5,Saturday,2,23,1,0,0,20246,Summer,255,0
295,59,Other,High School,132181,4661.27,2025-07-27,Electronics,2.4,42.67,49.49,4710.76,1988.96,2721.8,1134.08,3.53,3481,2.24,0,0,0,1,0,0,1,0,0,51-65,High,Very High,Fair,High Discount,Q3,"(0.00901, 4.228]",2025,7,July,27,6,Sunday,3,30,1,0,0,20296,Summer,205,0
296,54,Female,High School,20854,2830.01,2025-03-20,Clothing,1.7,36.87,18.87,2848.88,1043.42,1805.46,1062.04,13.57,2916,0.39,0,1,0,0,0,1,0,0,0,51-65,Low,Very High,Poor,Medium Discount,Q2,"(12.624, 16.822]",2025,3,March,20,3,Thursday,1,12,0,0,0,20167,Spring,334,0
297,75,Male,Bachelor,110084,3486.29,2026-01-06,Electronics,1.0,44.11,22.24,3508.53,1537.8,1970.73,1970.73,3.17,5625,1.47,1,0,1,0,0,0,1,0,0,65+,High,Very High,Poor,High Discount,Q3,"(0.00901, 4.228]",2026,1,January,6,1,Tuesday,1,2,0,0,0,20459,Winter,42,0
298,78,Male,Master,58623,4613.27,2025-03-02,Books,2.9,21.69,2.32,4615.59,1000.62,3614.97,1246.54,7.87,6084,0.75,2,0,1,0,1,0,0,0,0,65+,Middle,Very High,Fair,Low Discount,Q4,"(4.228, 8.426]",2025,3,March,2,6,Sunday,1,9,1,0,0,20149,Spring,352,0
299,54,Male,High School,27392,3539.12,2025-06-18,Electronics,3.7,37.38,0.69,3539.81,1322.92,2216.89,599.16,12.92,2916,0.51,0,0,1,0,0,0,1,0,0,51-65,Low,Very High,Good,Medium Discount,Q3,"(12.624, 16.822]",2025,6,June,18,2,Wednesday,2,25,0,0,0,20257,Summer,244,0
300,59,Other,High School,75680,771.17,2025-05-07,Books,1.9,49.99,46.07,817.24,385.51,431.73,227.23,1.02,3481,1.28,0,0,0,1,1,0,0,0,0,51-65,Upper-Middle,Medium,Poor,High Discount,Q1,"(0.00901, 4.228]",2025,5,May,7,2,Wednesday,2,19,0,0,0,20215,Spring,286,0
301,77,Male,PhD,146354,2885.68,2025-02-28,Electronics,1.5,36.25,6.43,2892.11,1046.06,1846.05,1230.7,1.97,5929,1.9,3,0,1,0,0,0,1,0,0,65+,High,Very High,Poor,Medium Discount,Q2,"(0.00901, 4.228]",2025,2,February,28,4,Friday,1,9,0,0,1,20147,Winter,354,0
302,54,Male,Bachelor,66717,3037.51,2025-05-21,Electronics,4.5,5.71,22.29,3059.8,173.44,2886.36,641.41,4.55,2916,1.24,1,0,1,0,0,0,1,0,0,51-65,Middle,Very High,Excellent,No Discount,Q3,"(4.228, 8.426]",2025,5,May,21,2,Wednesday,2,21,0,0,0,20229,Spring,272,0
303,52,Male,Bachelor,139937,2126.41,2025-11-27,Home,2.1,25.92,40.77,2167.18,551.17,1616.01,769.53,1.52,2704,2.69,1,0,1,0,0,0,0,0,1,51-65,High,Very High,Fair,Medium Discount,Q2,"(0.00901, 4.228]",2025,11,November,27,3,Thursday,4,48,0,0,0,20419,Fall,82,0
304,40,Other,Master,107092,3684.86,2025-10-31,Clothing,1.9,29.37,44.47,3729.33,1082.24,2647.09,1393.21,3.44,1600,2.68,2,0,0,1,0,1,0,0,0,36-50,High,Very High,Poor,Medium Discount,Q3,"(0.00901, 4.228]",2025,10,October,31,4,Friday,4,44,0,0,1,20392,Fall,109,0
305,23,Female,Bachelor,70859,4672.49,2025-08-12,Clothing,4.4,8.71,25.97,4698.46,406.97,4291.49,975.34,6.59,529,3.08,1,1,0,0,0,1,0,0,0,18-25,Middle,Very High,Excellent,No Discount,Q4,"(4.228, 8.426]",2025,8,August,12,1,Tuesday,3,33,0,0,0,20312,Summer,189,0
306,21,Male,PhD,145657,4628.59,2025-05-06,Food,4.3,48.14,28.25,4656.84,2228.2,2428.64,564.8,3.18,441,6.94,3,0,1,0,0,0,0,1,0,18-25,High,Very High,Excellent,High Discount,Q3,"(0.00901, 4.228]",2025,5,May,6,1,Tuesday,2,19,0,0,0,20214,Spring,287,0
307,35,Female,PhD,124095,2259.69,2025-06-12,Home,2.8,8.78,33.48,2293.17,198.4,2094.77,748.13,1.82,1225,3.55,3,1,0,0,0,0,0,0,1,26-35,High,Very High,Fair,No Discount,Q3,"(0.00901, 4.228]",2025,6,June,12,3,Thursday,2,24,0,0,0,20251,Summer,250,0
308,77,Other,Master,46309,575.06,2025-07-21,Home,3.0,8.88,48.07,623.13,51.07,572.06,190.69,1.24,5929,0.6,2,0,0,1,0,0,0,0,1,65+,Lower-Middle,Medium,Fair,No Discount,Q1,"(0.00901, 4.228]",2025,7,July,21,0,Monday,3,30,0,0,0,20290,Summer,211,0
309,26,Other,PhD,107455,4924.36,2025-05-03,Clothing,1.9,45.76,30.13,4954.49,2253.39,2701.1,1421.63,4.58,676,4.13,3,0,0,1,0,1,0,0,0,26-35,High,Very High,Poor,High Discount,Q3,"(4.228, 8.426]",2025,5,May,3,5,Saturday,2,18,1,0,0,20211,Spring,290,0
310,66,Other,High School,83734,4196.1,2025-10-08,Home,1.3,23.26,27.97,4224.07,976.01,3248.06,2498.51,5.01,4356,1.27,0,0,0,1,0,0,0,0,1,65+,Upper-Middle,Very High,Poor,Low Discount,Q4,"(4.228, 8.426]",2025,10,October,8,2,Wednesday,4,41,0,0,0,20369,Fall,132,0
311,46,Other,High School,90467,632.07,2025-08-01,Clothing,3.3,3.16,0.73,632.8,19.97,612.83,185.71,0.7,2116,1.97,0,0,0,1,0,1,0,0,0,36-50,Upper-Middle,Medium,Good,No Discount,Q1,"(0.00901, 4.228]",2025,8,August,1,4,Friday,3,31,0,1,0,20301,Summer,200,0
312,30,Female,PhD,72662,4605.0,2025-05-09,Home,1.4,29.91,4.05,4609.05,1377.36,3231.69,2308.35,6.34,900,2.42,3,1,0,0,0,0,0,0,1,26-35,Middle,Very High,Poor,Medium Discount,Q4,"(4.228, 8.426]",2025,5,May,9,4,Friday,2,19,0,0,0,20217,Spring,284,0
313,76,Male,Master,118506,4350.78,2025-03-29,Electronics,2.8,30.09,28.86,4379.64,1309.15,3070.49,1096.6,3.67,5776,1.56,2,0,1,0,0,0,1,0,0,65+,High,Very High,Fair,Medium Discount,Q4,"(0.00901, 4.228]",2025,3,March,29,5,Saturday,1,13,1,0,0,20176,Spring,325,0
314,64,Other,Bachelor,129751,2599.0,2025-11-15,Clothing,4.8,3.23,46.81,2645.81,83.95,2561.86,533.72,2.0,4096,2.03,1,0,0,1,0,1,0,0,0,51-65,High,Very High,Excellent,No Discount,Q3,"(0.00901, 4.228]",2025,11,November,15,5,Saturday,4,46,1,0,0,20407,Fall,94,0
315,79,Other,Master,138906,2960.46,2025-05-16,Clothing,4.8,48.63,43.33,3003.79,1439.67,1564.12,325.86,2.13,6241,1.76,2,0,0,1,0,1,0,0,0,65+,High,Very High,Excellent,High Discount,Q2,"(0.00901, 4.228]",2025,5,May,16,4,Friday,2,20,0,0,0,20224,Spring,277,0
316,69,Female,Bachelor,32688,2001.02,2025-03-30,Books,2.0,27.2,49.13,2050.15,544.28,1505.87,752.94,6.12,4761,0.47,1,1,0,0,1,0,0,0,0,65+,Lower-Middle,Very High,Poor,Medium Discount,Q2,"(4.228, 8.426]",2025,3,March,30,6,Sunday,1,13,1,0,0,20177,Spring,324,0
317,34,Female,PhD,45342,283.26,2025-07-14,Home,3.5,27.99,26.39,309.65,79.28,230.37,65.82,0.62,1156,1.33,3,1,0,0,0,0,0,0,1,26-35,Lower-Middle,Low,Good,Medium Discount,Q1,"(0.00901, 4.228]",2025,7,July,14,0,Monday,3,29,0,0,0,20283,Summer,218,0
318,62,Other,PhD,57157,1682.63,2025-11-21,Home,2.9,26.01,39.4,1722.03,437.65,1284.38,442.89,2.94,3844,0.92,3,0,0,1,0,0,0,0,1,51-65,Middle,High,Fair,Medium Discount,Q2,"(0.00901, 4.228]",2025,11,November,21,4,Friday,4,47,0,0,0,20413,Fall,88,0
319,49,Male,High School,87863,4016.24,2025-12-08,Clothing,4.5,30.54,42.02,4058.26,1226.56,2831.7,629.27,4.57,2401,1.79,0,0,1,0,0,1,0,0,0,36-50,Upper-Middle,Very High,Excellent,Medium Discount,Q3,"(4.228, 8.426]",2025,12,December,8,0,Monday,4,50,0,0,0,20430,Winter,71,0
320,65,Male,Bachelor,126308,33.11,2025-06-16,Electronics,2.1,13.21,32.4,65.51,4.37,61.14,29.11,0.03,4225,1.94,1,0,1,0,0,0,1,0,0,51-65,High,Very Low,Fair,Low Discount,Q1,"(0.00901, 4.228]",2025,6,June,16,0,Monday,2,25,0,0,0,20255,Summer,246,0
321,39,Other,Master,72083,1674.16,2025-10-12,Electronics,1.0,14.36,16.94,1691.1,240.41,1450.69,1450.69,2.32,1521,1.85,2,0,0,1,0,0,1,0,0,36-50,Middle,High,Poor,Low Discount,Q2,"(0.00901, 4.228]",2025,10,October,12,6,Sunday,4,41,1,0,0,20373,Fall,128,0
322,21,Female,PhD,126081,1996.86,2025-07-21,Electronics,1.7,25.57,23.5,2020.36,510.6,1509.76,888.09,1.58,441,6.0,3,1,0,0,0,0,1,0,0,18-25,High,High,Poor,Medium Discount,Q2,"(0.00901, 4.228]",2025,7,July,21,0,Monday,3,30,0,0,0,20290,Summer,211,0
323,22,Other,Master,85733,2691.6,2025-03-12,Home,2.4,40.33,42.9,2734.5,1085.52,1648.98,687.08,3.14,484,3.9,2,0,0,1,0,0,0,0,1,18-25,Upper-Middle,Very High,Fair,High Discount,Q2,"(0.00901, 4.228]",2025,3,March,12,2,Wednesday,1,11,0,0,0,20159,Spring,342,0
324,54,Other,High School,109045,4600.08,2025-11-14,Books,2.3,2.49,14.93,4615.01,114.54,4500.47,1956.73,4.22,2916,2.02,0,0,0,1,1,0,0,0,0,51-65,High,Very High,Fair,No Discount,Q4,"(0.00901, 4.228]",2025,11,November,14,4,Friday,4,46,0,0,0,20406,Fall,95,0
325,58,Female,Bachelor,298696,12188.5,2025-12-05,Clothing,4.2,30.17,46.19,12234.69,3677.27,8557.42,2037.48,4.08,3364,5.15,1,1,0,0,0,1,0,0,0,51-65,High,Very High,Excellent,Medium Discount,Q4,"(0.00901, 4.228]",2025,12,December,5,4,Friday,4,49,0,0,0,20427,Winter,74,0
326,66,Other,Bachelor,130078,1741.3,2025-12-26,Food,3.7,40.34,11.49,1752.79,702.44,1050.35,283.88,1.34,4356,1.97,1,0,0,1,0,0,0,1,0,65+,High,High,Good,High Discount,Q2,"(0.00901, 4.228]",2025,12,December,26,4,Friday,4,52,0,0,0,20448,Winter,53,0
327,30,Other,PhD,100623,3690.13,2025-03-11,Books,2.2,7.85,37.48,3727.61,289.68,3437.93,1562.7,3.67,900,3.35,3,0,0,1,1,0,0,0,0,26-35,High,Very High,Fair,No Discount,Q4,"(0.00901, 4.228]",2025,3,March,11,1,Tuesday,1,11,0,0,0,20158,Spring,343,0
